,tweet_text,tweetid,cluster_label,relevance,theme
20424,13 New Orleans recipes for Mardi Gras parties Jambalaya crawfish pie gumbo,831891115666190336,748,0,0
86239,The Latest Noreasater closes schools from Buffalo to NYC,841616245984247808,749,0,0
59384,Upscale North Side Gym Closes Before New Years Rush,813836184556306432,749,0,0
81483,Popular PhillyArea Gym Closes Doors Before New Year,815011202522902528,749,0,0
47626,The Tight End Spreads Out to the Left and Now to the Right He Throws it Down the Middle He SCORES SexySports,823874192546340864,750,0,0
59247,When it comes to the NFL do you prefer Tight Ends or Wide Receivers SexySports,823847776362569729,750,0,0
70073,Tightends and punters SexySports,823838182735126528,750,0,0
97539,Hillary Clinton cant even climb car without help HillarysHealth,769240239642644480,751,1,13
2273,Hillary just cant walk up stairs needs someones help Temple,778031623405273088,751,1,13
63004,Hillary needs help to climb one step JUST ONE SINGLE STEP   HillarysHealth MAGA3X,791445267849490432,751,1,13
40641,Exgang member raises money for the arts Milwaukee,696164252193656832,752,0,0
37975,Plan to use Milwaukee County debtors for arena subsidy back  politics,699423252678979584,752,0,0
77056,Sociologist Amid sea of evictions landlords pull in profits  Milwaukee,704827755146293250,752,0,0
85049,Poor land deals pushed Dallas pension fund toward insolvency,868519566657413120,753,0,0
83201,Dallas Mayor Demands Action to Stop Run on Pension Fund,804154880550113281,753,0,0
4995,Dallas mayor files lawsuit to stop pension withdrawals,805821653154484224,753,0,0
3752,72 Beauties and the Beast ISISaMovie,725327913898250240,754,0,0
19342,ComicConIn5Words    Meet your 72 Virgins,756766693762830336,754,0,0
40397,How I Met My 72 Virgins ISISaMovie,725325897989939200,754,0,0
46103,Suspicious fire breaks out in East Deer Township home  local,710025401939046400,755,0,0
55770,Officials investigating suspicious house fire in Cheatham County,809370203628982272,755,0,0
79674,Avon house fire ruled arson state fire marshal seeks tips,856666942337417216,755,0,0
50774,One person dog killed in suspicious house fire near East Dundee,872581246857117697,755,0,0
70113,Several fire departments respond to a house fire in Avon,816821368641622016,755,0,0
6971,Pregnant Woman Gives Birth in Truck in Coronado,871759566857523207,756,0,0
39726,Woman gives birth during oil change at dealership,817056161203650560,756,0,0
76532,Woman gives birth during auto shop oil change,816774798013513728,756,0,0
27930,New director named for El Paso Museum of Art,802311985882923009,757,0,0
77692,First Wall Panels Go Up at New YMCA,821776232652144644,757,0,0
44813,New Hotel on Line for Fort Worth Museum District,834058864341417984,757,0,0
38503,New Mexico Highlands University has named a new provost,818869288681541632,757,0,0
68029,Mass shootings lead to talk but little action on mental illness and access to guns,827638393182023681,758,0,0
54693,City gun regulations wont stop violence but its a start Landrieu says  politics,723609594572853248,758,0,0
32667,Police Reports of gunfire at rap concert but no shots fired,865794319109820416,758,0,0
87637,Bill to make it easier to charge cops over deadly force fails  local,697899685860651009,758,0,0
9205,60 Year Anniversary of Boy in the Box Murder,836062351325548545,759,0,0
13356,Oakland Man gets 60 years to life in prison for East Bay artists murder  news,695760775789416448,759,0,0
76891,Local news St Michael man gets 60 years for killing father and brother,695655111104688128,759,0,0
86653,Facebook gets 1 million user violation reports a day  news,710189052587147264,760,0,0
41002,1 million illegals more have committed another felony,834413735016071171,760,0,0
89486,Facebook Gets More Than 1 Million User Violations Per Day  tech,710602117354889218,760,0,0
1128,Video of Passenger Getting Dragged Off Flight Sparks Uproar,851755048996679680,761,0,0
29608,Report United passenger dragged off flight has criminal history,851913325667639297,761,0,0
56769,United Issues Updated Policy After Man Dragged Off Plane,853019597401935872,761,0,0
53605,United faces outrage scorn over man dragged off plane,851788786874896388,761,0,0
26141,Lawyer Man dragged off United plane has concussion lost teeth,852624566165938176,761,0,0
43755,RealLifeMagicSpells Ill call you  Kinda counterspell to I like you as a friend Use it wise,798171672708665344,762,0,0
84058,RealLifeMagicSpells I told you so  often causes a fuck off counterspell response,798165937279082496,762,0,0
89626,RealLifeMagicSpells I told ya  makes people hate you,798177533216886785,762,0,0
26075,Patricia Smith the mother of Benghazi victim Sean Smith blamed Hillary Clinton for the death of her son,758119107476594688,763,1,14
99530,Mother of Benghazi victim Sean Smith I blame Hillary Clinton You have all rights to do it Clinton is guilty,755209873038700544,763,1,14
35220,I Blame Hillary Clinton for Sons Death at Benghazi Mother  politics,755207977129226240,763,1,14
76000,The State Continues to Battle Increasing Drug Abuse Problem,815389453258661888,764,0,0
40026,Suspected drug thefts persist at Veterans Affairs centers,869302620669829120,764,0,0
21104,Just a reminder the war on drugs is still going on  EndTheDrugWar,705487668822433793,764,0,0
28334,Pharmacy officials try to stop prescription fraud but addicts remain persistent,818857958691979264,764,0,0
92036,Samsung Electronics to halt South Korea Note 7 TV ads until new sales resume source  tech,775541913042640896,765,0,0
61416,US carriers halt Samsung Note 7 exchanges on safety concerns  tech,785283538144813056,765,0,0
24777,US FAA advises passengers not to turn on Galaxy Note 7 phones in flight  tech,774034615128330241,765,0,0
55158,Samsung halts production of  Note 7 phones as replacement units catch fire,785331910243299328,765,0,0
65643,Samsung slashes third quarter profit estimate by a third after pulling plug on Note 7 smartphone  tech,786123932466159617,765,0,0
19485,Samsung Electronics says Galaxy Note 7 users should exchange phones  tech,774597370512224260,765,0,0
35427,US safety agency urges Galaxy Note 7 owners to stop using smartphone  tech,774346294626127873,765,0,0
24779,Samsung faces potential class action in US over Note 7  tech,788535720013029381,765,0,0
54794,Samsungs problems deepen with more Galaxy Note 7 fires,785449612777664513,765,0,0
43855,Samsung tells users Turn off your Galaxy Note 7 phone NOW,785630390295769089,765,0,0
68106,Samsung investigates reports of heat problems with replacement Note 7 phones  tech,785273425518473216,765,0,0
97444,Samsung recall crisis deepens Yonhap reports Note 7 production halt  tech,785307254501154818,765,0,0
30145,Foke Has Samsung killed off the Galaxy Note 7 Firm finally confirms it is halting sales  Foke,785756493375123457,765,0,0
2397,Samsungs smartphone brand takes beating from Note 7 fiasco,786096925670010880,765,0,0
73896,US Marshals searching for man accused of raping wheelchairbound woman in New York has ties to California  news,718627745270341632,766,0,0
61329,Ex KU player 49er Dana Stubblefield charged with raping disabled woman  news,727496499626536961,766,0,0
30012,SanJose Ex49ers Player Charged with Raping Disabled Woman DA,727283457424924672,766,0,0
8802,SometimesItsOkTo hate,793819884241104896,767,0,0
32945,See normally hes mentally stable but when he attacks people out of hatred hes not,686593746222354434,767,0,0
65618,SometimesItsOkTo not be ok,793821539716116482,767,0,0
22812,New US rules on small lowaltitude commercial drones  tech,745330875391344640,768,0,0
3121,City of Chula Vista releases draft policy on drone use by authorities,847592105308549121,768,0,0
43471,New vistas open up at small businesses that use drones  business,722814096492482560,768,0,0
18118,Meet the next sport of the modern age Drone racing  business,727782677659537408,768,0,0
58291,Iran showcases new combat drone copied from US unmanned aircraft  world news,782216990467293184,768,0,0
58506,A guide for drone beginners  business,729106104999804928,768,0,0
10898,Automakers to recall 5M vehicles for another air bag problem  news,695259066734542848,769,0,0
47719,TopNews VW recalls 281500 Volkswagen Audi vehicles in US due to fuel leaks,784419215264456704,769,0,0
51638,Ford recalls 570K vehicles for fire risk door latch trouble,847138868738637824,769,0,0
65213,Another Fiat Chrysler recall This time 224000 Jeep Wrangler SUVs,788771583015817216,769,0,0
57354,Mercedes recalls about 48K SUVs to fix air bag sensor,817047849464692736,769,0,0
73258,Automakers to recall 5M vehicles for another air bag problem,695444275249610757,769,0,0
71113,Fiat Chrysler recalls vehicles for fuel leak wiper problems,799624287355334656,769,0,0
11143,Fiat Chrysler recalls 100K vehicles to fix Takata air bags,817488942001954816,769,0,0
37810,Toyota recalls 143 million vehicles for defective air bags  news,748012684751347712,769,0,0
13584,Honda recalls 633753 Odyssey minivans for rear seat defect,814669959385190400,769,0,0
16198,Ford recalls 202K pickups SUVs cars to fix transmissions  business,725329162672578560,769,0,0
52228,Ford recalls 440K vehicles for fire risk door latch trouble,847108656529395712,769,0,0
25984,Nissan recalls more than 54K cars over air bag problem,840666690547519489,769,0,0
33203,Automakers to recall 5 million vehicles for another air bag problem  business,695243671008997377,769,0,0
52388,Toyota recalling millions of SUVs over seat belt issue  news,700308597310251008,769,0,0
81938,FOLLOW LIVE Cincinnati could become MLS market,803611063648395266,770,0,0
27329,FC Cincinnati considers MLS stadium requirements,804227371582758912,770,0,0
11987,How badly do you want an MLS team in Cincinnati,802583092301074434,770,0,0
26244,Where could FC Cincinnati build a new stadium,824058743960858624,770,0,0
69386,TopNews California lawmakers seek university chancellors resignation,720740266886311936,771,1,28
66997,Powerful California coastal panel ousts top executive  politics,697723618084585472,771,1,28
54611,Transparency debate follows vote by California coastal panel  business news,697972774355120128,771,1,28
86887,Morro Bay Coastal Commission begins debate over firing executive director  business,697578537885118464,771,1,28
56424,politics Morro Bay Coastal Commission fires popular executive director,697783830254497794,771,1,28
94580,Powerful California coastal panel ousts top executive  business,697664977587433472,771,1,28
86230,California wrestles with making selfdriving cars public  business news,692628189642817538,771,1,28
18442,Lawmakers seek disclosure at California Coastal Commission  business news,699825629206863874,771,1,28
6088,SRC offers FACTS school hope of expanding,809581637075865600,772,0,0
38499,School board elections in Albuquerque and Rio Rancho,829015141995966465,772,0,0
98443,Hope for a new school rises for Brickell area residents,824442290630459392,772,0,0
44888,New voice for student achievement More education means more pathways community partn,851755805103751169,772,0,0
13933,Brevard School Board hears proposal on new schools,824107578833731585,772,0,0
69784,Community meetings scheduled for input on new Enon Elementary School,776269859822854144,772,0,0
74159,Yancey Elementary School Hoping to Build Community with New Plan,767857951537147904,772,0,0
91157,Albuquerque Public Schools board members to decide fate of charter school,836198280933552128,772,0,0
94444,Philadelphia Middle Schoolers Debate Immigration Reform,831686292379414528,773,0,0
84200,Lawmakers talk up new education proposals  local,692556588666716161,773,0,0
66690,New Trier High School parents debate planned civil rights seminar,827713406014783490,773,0,0
1615,Western Pennsylvania School for the Deaf names new CEO,708819963805507584,774,0,0
75209,After surprise suspension Hackensack names interim schools chief,730213151237529600,774,0,0
23500,Fiorentino officially named West Chester University president,817109012957294597,774,0,0
57557,New superintendent comes to Topeka School District  news,748991079588868097,774,0,0
79237,Newark school board chooses new leadership,725113700483371008,774,0,0
8041,Oakland Unified School District Names Interim Superintendent,809462416752918528,774,0,0
18018,Upper St Clair School District names interim leadership for athletic program,785688282151596032,774,0,0
11822,Philadelphia Principals Union Has New Leadership Team,804877386072424449,774,0,0
18568,Edmonds School Board names new superintendent  local,716144344877543424,774,0,0
51565,Philadelphia Eagles Hire Chiefs Doug Pederson as Head Coach  sports,689172167229976576,775,0,0
3625,Eagles officially name Chiefs OC Doug Pederson as head coach  news,689177594688741376,775,0,0
52896,Attorney General Diaz Miami state rep rumored for job if Bondi gets Trump gig,817453874562875394,775,0,0
79017,Eagles line up Pederson as new head coach reports  sports,687841879455444992,775,0,0
33725,MSUs Scott Stricklin to take Florida AD job  sports,780532153004150784,775,0,0
21504,Eagles hire Mizzous new Dline coach  sports,692451790378377217,775,0,0
46128,Taylor Swift wins two honors in early Grammys  celebs news,699388575154962432,776,0,0
47924,Sting to perform receive honor at American Music Awards  news,790549840874778624,776,0,0
54894,Local Vocal Group Nominated for Grammy,807012180017238016,776,0,0
67586,Police Missing Kansas newborn found in Dallas 2 in custody,800004549046136837,777,0,0
1231,Baby Sophia found alive in Dallas,800008833754103808,777,0,0
71114,Missing Kansas baby found safe in Dallas,799999015177699328,777,0,0
31574,just destroyed CNNs Chris Cuomo CNN has been one of the greatest purveyors of fake news,871848729665523713,778,0,0
22850,CNN caught staging a fake news video,872060207190482944,778,0,0
89466,Fake news protest held at CNN,876254212107243520,778,0,0
21274,Modern mass media is like CNN FakeNews,864126478732206081,778,0,0
64607,Jean Grey Whiskers SuperOldHeroes,837591376078348288,779,0,0
55852,Sumer Friends SuperOldHeroes,837600828525428736,779,0,0
1976,The Clapper   SuperOldHeroes,837602977552609281,779,0,0
1074,Jean Greypubes SuperOldHeroes,837592842683834368,779,0,0
35837,The AA Team SuperOldHeroes,837589414440222721,779,0,0
35875,Anyone from BC Comics SuperOldHeroes,837607578284732416,779,0,0
71259,SuperOldHeroes On the mends man With Super Dependsman,837600587973705728,779,0,0
76203,SuperOldHeroes OnceADay Plus Iron Man,837623787805945856,779,0,0
87434,Green Hairnet SuperOldHeroes,837614123630252032,779,0,0
15768,Dr Strange Growth on my Back SuperOldHeroes,837592331003953155,779,0,0
92358,Captain Trumps America SuperOldHeroes,837606699003334656,779,0,0
83633,Corrected Vision   SuperOldHeroes,837602253313732608,779,0,0
89394,SuperOldHeroes  Yall got me rollin,837602921831288834,779,0,0
90278,Meryl Streep SuperOldHeroes,837589999717601280,779,0,0
83443,always wake up Thor SuperOldHeroes,837595533652930561,779,0,0
11862,SuperOldHeroes The no longer ambiguously gay duo,837614359278829568,779,0,0
32288,xLax man  SuperOldHeroes,837592687767404545,779,0,0
67669,SuperOldHeroes Stuporman,837602077069160450,779,0,0
43096,SuperOldHeroes  Black Adam,837596454516469760,779,0,0
43752,SuperOldHeroes Oldboy,837602692029521920,779,0,0
37836,SuperOldHeroes Scar Lord,837595890047041536,779,0,0
2186,SuperOldHeroes BabyBoomer Squad,837619460668190720,779,0,0
41837,Spider Vein Man SuperOldHeroes,837615833820061697,779,0,0
17002,He He Man SuperOldHeroes,837620841361752068,779,0,0
97698,Wonder Where I Am Woman SuperOldHeroes,837598765502640129,779,0,0
59446,Buzzlitebeer SuperOldHeroes,837608433050267648,779,0,0
98398,SpongeBob Squarelift SuperOldHeroes,837603115801128961,779,0,0
24826,SuperOldHeroes   The Duff Beer Belly Man,837590423908536320,779,0,0
26664,The Geriatric Four SuperOldHeroes,837616524697419776,779,0,0
70172,Iron Supplement Man SuperOldHeroes,837620262636044290,779,0,0
36643,SuperOldHeroes wrinkle Woman,837591837984477184,779,0,0
2725,I am Coot SuperOldHeroes,837607452220674051,779,0,0
74692,Kidney Stone Flash  SuperOldHeroes,837616014309347328,779,0,0
87794,SuperOldHeroes Old Age of Ultron,837596363642793984,779,0,0
46187,Escape From the Retirement Home  ElderlySciFi,731059263536144386,780,0,0
73101,Table Runner  ElderlySciFi,731054175010721792,780,0,0
76300,Mighty Joe Old ElderlySciFi,731060568661106688,780,0,0
13997,ElderlySciFi Gardeners of the Galaxy,731053395482542081,780,0,0
8726,Iron Supplements Man ElderlySciFi,731063167430758400,780,0,0
12316,Top Hatrix   ElderlySciFi,731054482474180609,780,0,0
66116,Cant Totally Recall ElderlySciFi,731057092107354112,780,0,0
43706,The Matlock ElderlySciFi,731054873672855552,780,0,0
87736,Planet of the Arse Grapes   ElderlySciFi,731059336340967424,780,0,0
46789,Oblivious  ElderlySciFi,731057912907337728,780,0,0
22557,Crash leads to DWI charge in Franklin Township,736278183985582080,781,0,0
9833,2 charged after being stopped for speeding in Franklin,779103089387114496,781,0,0
47106,2 charged after being stopped for speeding in Franklin,779103090754543616,781,0,0
25396,Zambia court rejects opposition bid to block Lungus inauguration  world news,775325617222889476,782,0,0
50306,Zambians anxious as presidential election results delayed  world news,764155774486536192,782,0,0
87437,Zambia to prep Lungu inauguration as court missed deadline government source  world news,772481258248994816,782,0,0
16712,Join our rally tomorrow in Philly to support miners and Mr Trump DM for details  Please help us to spread this flyer BasementDwellers,782291428332433408,783,1,15
67787,Hi Nick Were holding a Miners for Trump rally tomorrow If youre interested in covering it please let us know,782408661389840384,783,1,15
93570,Hi Carl Our community is holding a Miners for Trump rally tomorrow If youre interested in covering please let us know,7.82395E+17,783,1,15
62134,Mumps case confirmed at University of Maryland,779501319430123521,784,0,0
34628,KState confirms second case of mumps  news,697930024846909441,784,0,0
54019,Another mumps case confirmed at KU,817229078235201536,784,0,0
31958,UN Adds Saudi Arabia to Womens Rights Commission Prompts Backlash,856856572684849152,785,1,32
37733,Sunni states back Saudi Arabia in growing row with Iran  world news,684025554677317632,785,1,32
71081,US and Saudi Arabia sanction alleged LashkareTaiba supporters  world news,715621698918166528,785,1,32
78768,Gulf states condemn law letting 911 families sue Saudi Arabia  world news,775256987814596608,785,1,32
92815,Sanders backs bill to let 911 families sue Saudi Arabia,722041486775222272,786,0,0
32045,Families of 911 victims file suit against Saudi Arabia,843967426618441729,786,0,0
76396,US Senate passes bill allowing Sept 11 victims to sue Saudi Arabia  world news,732612615004815367,786,0,0
8955,Police seek help to find man who suffers from Alzheimers disease,879412652648300545,787,0,0
77431,Police searching for missing Pleasant Hill man with Alzheimers,858806474973339649,787,0,0
98570,Pleasanton police are searching for missing 74yearold man with Alzheimers disease,728260055556988928,787,0,0
18030,Louisiana lawmakers compromise on body cam footage release  politics,725016119308783616,788,0,0
94725,Louisiana lawmakers band together to fight opioid crisis,864181681204457472,788,0,0
19582,Louisiana lawmakers compromise on body cam footage release  news,725016167606145025,788,0,0
78109,Couples thrive a year after samesex marriage was legalized,747183978000506880,789,0,0
69525,Las Vegas celebrates gay marriage milestone  news,683133358130397185,789,0,0
13052,Wedding and honeymoon inside a camp 2000 Yezidi refugees tie the knot,765439529322962945,789,0,0
695,Girl Scouts celebrate 100 years with new cookie,820343367703953408,789,0,0
5595,TheFirst100DaysToDoList marry a younger model,823532764339310592,789,0,0
35502,Successful marriage 101 Lesson 1,824273225312075776,789,0,0
52107,A force of love NJ couple holds Star Warsthemed wedding,731854479029460997,789,0,0
17780,TheFirst100DaysToDoList invent a new hymn,823545177272942592,789,0,0
74925,Breaking Chicago police Cook County sheriffs office team up in gang fight,689951759243046912,790,0,0
82050,Chicago Police Team Up With Feds To Target Violent Crime,798169976683237376,790,0,0
10664,Chicago Police Partner with Feds to Crack Down on Violence,797533224603885568,790,0,0
27313,Phoenix swears in its first female police chief,792190678474199040,791,0,0
34912,Mesa welcomes Tucson assistant as new police chief,867481201786986498,791,0,0
56624,Mesa selects Tucson assistant chief to lead police,867511580497510401,791,0,0
21481,local news Tempe swears in first female police chief,714582230245310465,791,0,0
59820,Queen Elizabeth II to mark 90th birthday at Windsor Castle  news,722013112015040513,792,0,0
79661,Happy Birthday Betty White Turns 95 Years Old,821372621191311361,792,0,0
34092,WinniethePooh turns 90 meets Britains queen in new book  life,735814432119394306,792,0,0
28057,Turning 90 WinniethePooh meets Britains queen in new story  life,735859840073879552,792,0,0
975,How I Met Your Butler AthleticsTVShows,765114060278902785,793,0,0
25579,How I met your Mulder AthleticsTVShows,765106060394766338,793,0,0
92328,How I Met Your Butler  AthleticsTVShows,765130624311046144,793,0,0
13851,Colombias Santos to meet rival Uribe in bid to save rebel peace deal  world news,783712966348673024,794,1,28
44643,As peace nears Colombias FARC rebels reunite with lost families  world news,778295803865501697,794,1,28
73523,Colombia and FARC sign historic ceasefire accord peace within sight  world news,746040407058849792,794,1,28
73004,Colombia to announce peace talks with ELN rebels sources  world news,785530525167390720,794,1,28
38644,Colombia to open formal peace talks with ELN rebels statement  world news,715236921669132289,794,1,28
9353,Colombias FARC rebels ratify peace accord to end 52year war  world news,779433171632787456,794,1,28
31465,Manic Momday MomSongs,729963307151425536,795,0,0
21386,Daddy Holly DadSongs,743374954259832832,795,0,0
81822,DadSongs   Dads Fat Bottomed Girls,743375919079952384,795,0,0
13103,Harvard revoked admissions offers to at least 10 prospective members of its next freshman class after racist content was discovered of FB,873404357236183040,796,0,0
64734,School Suspends 9YearOld Girl Over Her Natural Hair,773612121707847680,796,0,0
88432,A Teen Banned From Prom For Her Poem Dear Black Girls,736324630940520448,796,0,0
4461,politics Stop opening tent cities homelessness expert tells Seattle leaders,703241736038973440,797,0,0
39361,politics Landlords blocked from raising rents on Seattle apartments with safety violations,740002398907699204,797,0,0
2468,Landlords blocked from raising rents on Seattle apartments with safety violations,740370913305202688,797,0,0
92639,US owes black people reparations for a history of racial terrorism says UN panel,780866236490002432,798,0,0
96461,Black Injustice National Police Renders Apology For Past Racial Mistreatments,789110940050522112,798,0,0
31866,US owes black people reparations for a history of racial terrorism says UN panel,782360829626814464,798,0,0
15291,Her No Him Is that your final answer   GameShowHostPickUpLines,772760892270411776,799,0,0
24067,GameShowHostPickUpLines Is that your final answer,772715561595830272,799,0,0
39412,Is that your final answer GameShowHostPickUpLines,772761408501002240,799,0,0
97969,No one is literally a Hitler besides Hitler,744231226165202944,800,0,0
1506,You never bring up Hitler unless youre,852254873127137284,800,0,0
99579,IHateBecause I hate it when people call other people Hitler because nobody is Hitler besides Hitler,749264704917438465,800,0,0
1110,Trump is just following Hitler,689230068426522624,800,1,14
95423,DontTellAnyoneBut nobody is Hitler besides Hitler,763376357531275264,800,0,0
89463,Its me ObamasWishList,761191924803989504,801,0,0
98219,ObamasWishList A new brain for Trump,761205333842808832,801,1,14
81616,ObamasWishList make America more liberal,761204554822250497,801,1,14
59434,ObamasWishList a US birth certificate,761205072726417408,801,0,0
24699,ObamasWishList no yellow please,761203461283274754,801,0,0
16075,ObamasWishList Great Gatsby themed party,761189854503956480,801,0,0
7574,this  ObamasWishList,761202004118999040,801,0,0
19330,Gueststar on TV show Blackish ObamasWishList,761205809456046080,801,0,0
10393,ObamasWishList free wifi all over the,761187989728989184,802,0,0
12991,ObamasWishList Another Peace Noble Prize,761191209213763584,802,0,0
34052,ObamasWishList free hugs,761204134058029056,802,0,0
11204,Texas AampM at LSU Chalk talk  sports,698193539289645056,803,0,0
26968,What LSU AD Joe Alleva said about Dave Aranda LSU football  sports,684420712824606720,803,0,0
6745,LSUs Arden Key talks Dave Aranda Ed Orgeron 34 Q amp A  sports,712353466149023744,803,0,0
33901,Ben Simmons takes playful jab at Drake after LSU routs Kentucky  news,684926170270285824,803,0,0
33736,What LSU DC Dave Aranda said Tuesday at press conference  sports,684429576542371840,803,0,0
49686,Dak Simmons steal spotlight in Mullens teleconference  sports,773602218436009984,803,0,0
79526,sports Warriors get a spark from redhot Marreese Speights,709869503836872704,803,0,0
96185,LSU forward Ben Simmons questions some foul calls against him vs Florida  sports,685974772144996352,803,0,0
31448,ESPN analyst Dino Gaudio talks LSU hoops Ben Simmons Podcast  sports,684416889422876672,803,0,0
84301,Watch Ben Simmons alleyoop dunk vs Kentucky assisted by Tim Quarterman  news,684584720030552064,803,0,0
78301,Mothers Rally for Fort Worth Woman Arrested in Viral Video,820476431931179008,804,0,0
81399,TopNews Woman fights off daughters wouldbe kidnapper video goes viral,740640058609307648,804,0,0
73242,Assyrian Mother and Daughter fighting against ISIS terrorists YPJ,701798764357419009,804,0,0
33616,Searchers scour Mediterranean for wreckage of missing EgyptAir jet  world news,733562632167284736,805,0,0
45703,Egypt finds belongings debris from plane crash at sea  world news,733639088260059137,805,0,0
19589,Egypt says flight data recorder of doomed plane recovered  news,743772450966495233,805,0,0
91894,EgyptAir hijacker surrenders Cyprus state TV  world news,714784541412429824,806,0,0
26035,EgyptAir hijack ends with passengers freed unharmed suspect arrested  world news,714798679031283712,806,0,0
68497,Trump meets with Egyptian aid worker released from Cairo jail,855509453743030272,806,0,0
29991,Trump greets American charity worker freed from Cairo in the Oval Office,855455077376684032,806,0,0
12879,Egyptair aircraft hijacked lands in Cyprus radio  world news,714703936494690304,806,0,0
29990,Freed Egyptian American prisoner returns home following Trump intervention,855247715743264769,806,0,0
324,GiftIdeasForPoliticians mirror mirror on the wall,809058667190427648,807,0,0
1275,GiftIdeasForPoliticians Hillarys merch,809058537313882112,807,0,0
48423,GiftIdeasForPoliticians They didnt deserve a present form me,809061387263733760,807,0,0
76628,GiftIdeasForPoliticians nuts,809063964374171648,807,0,0
16787,GiftIdeasForPoliticians trip to ghettoes,809062855475597312,807,0,0
87735,GiftIdeasForPoliticians dumbass bumper sticker,809058585518964736,807,0,0
47002,PresentsTrumpGot Hillarys donations,743103264292503553,807,0,0
87490,GiftIdeasForPoliticians beer,809059197807718405,807,0,0
99585,GiftIdeasForPoliticians coin holders,809059722125070338,807,0,0
25197,GiftIdeasForPoliticians a bottle of Flint water,809069542009896960,807,0,0
32551,GiftIdeasForPoliticians I wish they said only truth,809064224110608384,807,0,0
42667,GiftIdeasForPoliticians funny Tshirts,809053565364871168,807,0,0
13320,GiftIdeasForPoliticians posters with Trump,809063927824969729,807,0,0
82194,Yeah GiftIdeasForPoliticians,809058293322842113,807,0,0
328,GiftIdeasForPoliticians something more bigly than last year,809055568828698624,807,0,0
60628,GiftIdeasForPoliticians juice,809062359864111104,807,0,0
93795,GiftIdeasForPoliticians a girl,809060223872811008,807,0,0
15881,ILikelySpendTooMuchTime on the Internet with Internet folk like yall,746262926596595712,808,0,0
33602,its just because Im sick of ignorant people on the internet,824985415186800640,808,0,0
67931,ICantBeUrFriendBecause im a socially awkward mess and will probably choose the internet over actually going outside to hang out,768042945710854144,808,0,0
68455,ILikelySpendTooMuchTime on the web,746264227267117057,808,0,0
30419,ILikelySpendTooMuchTime on the web,746261257028780032,808,0,0
61339,Patrick Wiesner DUS Senate  news,788146370569916416,809,0,0
4058,John Whitmer R  Kansas House District 93  news,788116614617018368,809,0,0
27878,Jerry Moran RUS Senate  news,788146458167943168,809,0,0
71637,Lynn Jenkins RUS House District 2  news,788145775377125376,809,0,0
34623,Gerrett Morris DKansas House District 69  news,788131353455845376,809,0,0
79766,Michael Capps RKansas House District 95  news,788114089385992192,809,0,0
65654,Teresa Briggs DKansas House District 76  news,788128537609809920,809,0,0
17393,Strong earthquake with a 64 magnitude hits southern Japan  news,720592025943343105,810,0,0
28072,Central Italy hit by 64 magnitude quake tremor felt in Rome  environment,791364670569353216,810,0,0
77759,65 earthquake hits off N California coast,806899747466440706,810,0,0
47,2016 NCAA tournament South region analysis and capsules  sports,709224110664994817,811,0,0
41252,WWE 2016 Review And 2017 Predictions,817071000751927297,811,0,0
83985,Vic Schaefers blueprint to Mississippi States Sweet 16  sports,713489265879949312,811,0,0
57254,Russell Athletic Bowl Betting Preview 16 West Virginia vs Miami FL,809796863054512128,811,0,0
76049,INeedALawyerBecause thats what I do my best,744888861097000960,812,0,0
76794,INeedALawyerBecause I finally found you,744884719263817728,812,0,0
19686,INeedALawyerBecause I accidentally sued myself,744890750899470336,812,0,0
67049,INeedALawyerBecause they took the wrong guy,744897520518701056,812,0,0
50939,A billboard depicting President Donald Trump surrounded by nuclear nuclear clouds and nazi dollar signs has been erected in Phoenix AZ,843496791698014208,813,1,0
31969,The Trump is a nazi starter pack,704803540795953152,813,1,0
40959,Billboard in Phoenix depicts Trump Nazilike symbols,842878045434396673,813,1,0
28938,UPDATE Family Speaks after Man Shot Killed in Dallas,810683086925086721,814,0,0
63137,Friends speak out after deadly shooting  news,707391139561615360,814,0,0
9551,Homeowner speaks out after deadly shooting,818631088964771840,814,0,0
98200,Rural church among those providing aid after Louisiana flood,767633017435062272,815,0,0
65107,Volunteers clean up storm damage at Old Settlers Days,774733374686572544,815,0,0
13600,Volunteers clean paint city homeless shelter as part of Mondays day of service,821110336048742401,815,0,0
70792,Volunteers from Church of Latter Day Saints arrive to help flood victims,772586483328823297,815,0,0
17385,Volunteers help repair South Bay homes with Habitat for Humanity,860627251829899266,815,0,0
41096,Volunteers paint Army vets home in Bellevue,873745500473839616,815,0,0
93819,Volunteers repair WWII veterans home after insurance policy was cancelled  news,687852968406724608,815,0,0
26361,As lose fourth in a row  sports,740428153177440256,816,0,0
52266,Giants Lose To Mets Sink To Worst Record In MLB,8.61824E+17,816,0,0
56229,Giants lose fourth straight  sports,723026249589751808,816,0,0
2884,Swooning Giants Drop 5th Straight Game,876220820477161472,816,0,0
55864,Diamondbacks lose in embarrassing fashion to Cubs  sports,718455964429451264,816,0,0
39014,Offense was there but pitching dooms Cincinnati Reds against Chicago Cubs,855919752480526338,816,0,0
22701,SanJose Giants Lose 47 as Cardinals Go Yard 4 Times,739296298562510849,816,0,0
64196,By The Numbers Cubs Offense Sputtering At A Terrible Time,788596812915564544,816,0,0
12348,Courthouse clash Murder victims family faces off with suspects supporters,747879704456159233,817,0,0
88799,Defense lawyer investigator brawl in California courthouse  news,709742608285700096,817,0,0
