,tweet_text,tweetid,cluster_label,relevance,theme
1137,Montco Taxes Take Center Stage  ,809405946665566209,308,0.0,0
1138, MT  Outrageous  Overreaching GunGrabbing Pen Bypassing Congress  2A NRA P,710381665017864192,308,0.0,0
1139,Neighborhood honors mother and daughter killed in Mission Hills house fire  ,849860499437211648,309,0.0,0
1140,Mom Of Children Killed In Fire Tells People How To Honor Them  ,821767924167966723,309,0.0,0
1141,local news Special delivery New mom thanks Buckeye Valley Fire District crew,719691985058013184,309,0.0,0
1142,local news Special delivery New mom thanks  fire crew,719676136830074881,309,0.0,0
1143,The North Garden Volunteer Fire Company Welcomes New Truck ,790387180703059968,309,0.0,0
1144,Mothers Mark Year Anniversary Of Pulse Nightclub Massacre  ,874225866263470080,309,0.0,0
1145,Santa Clara youth soccer league sues NFL as work begins on soccer fields  sports,684147124011847680,310,0.0,0
1146,Judge sides with NFL in California youth soccer Super Bowl suit  sports,684870148327526400,310,0.0,0
1147,SanJose Youth Soccer League Sues NFL Over Super Bowl Construction,684204538182549504,310,0.0,0
1148,Tipsheet Cardinals missed Judge in 2013 draft  ,874594751399571456,311,0.0,0
1149,Shaky strike zone impacts Cardinals in 13inning loss to Red Sox  ,865179448664084480,311,0.0,0
1150,Bauer strikes out ALhigh 14 Indians beat As 94  ,869738292228624384,311,0.0,0
1151,Another defensive lapse costly as Cards lose 54 to Rangers  StLouis,744667779647692800,311,0.0,0
1152,Cardinals blow lead fall to Red Sox 54 in 13 innings  ,865066249314816000,311,0.0,0
1153,Cardinals strike out 14 times lose opener to Pirates 41  sports,716726596267159552,311,0.0,0
1154,Remember when Trump told Russia he would have more flexibility after the election Oh wait That was Obama PowerofPutin ,841485060310220800,312,1.0,14
1155,Memba Trump told Russia After my election Ill have more flexibility Oh wait that was Obama Now trying to play tough guy 35 Russian ,814589987438129154,312,1.0,14
1156,Why Snowden wants Obama to pardon him ,829678417721356297,312,1.0,14
1157,IHopeThereAreTapesOf Obama telling Putin he will be more flexible after the election  Oh wait ,873364883571486720,312,1.0,14
1158,FLASHBACKObama Whispers Message for Putin in 2012 After My Election Ill Have More Flexibility ,862427809725206529,312,1.0,14
1159,San Antonios Trinity University opts out of campus carry news ,688507294301040641,313,0.0,0
1160,Tulane bans hoverboards on campus  news,685566473020915712,313,0.0,0
1161,Robert Morris University Bans Hoverboards Over Safety Concerns  news,687852891051143168,313,0.0,0
1162,Fliers Advertising White Students Group at UCLA Removed From Campus  ,799004937191559169,313,0.0,0
1163,Bill Kristols Mission to Find Trump Alternative Challenged  politics,738505305936404481,314,1.0,14
1164,politics Conservative leaders launch effort to find Trump alternative,729103893456506883,314,1.0,14
1165,politics Bill Kristols Mission to Find Trump Alternative Challenged,738505305865125890,314,1.0,14
1166,Wednesday marks 75th anniversary of Pearl Harbor attack  ,806735122615529472,315,0.0,0
1167,The Latest Pearl Harbor survivors reconnect at ceremony  ,806580655756812288,315,0.0,0
1168,Pearl Harbor survivor recalls the day I do not forget 75 years later  ,806145192357142528,315,0.0,0
1169,75th anniversary of Pearl Harbor Survivors will gather to remember the moment that ch  ,806338005271277568,315,0.0,0
1170,2017SurvivalTips stop wasting money on useless shit,815930555279740928,316,0.0,0
1171,My2017BiggestHope never wake up to nature wishing me death again ,816676776692908032,316,0.0,0
1172,My2017BiggestHope I hope I wont have to watch horror movies alone ,816672430878064640,316,0.0,0
1173,2017SurvivalTips dont mess with those who dont deserve you,815929869930561536,316,0.0,0
1174,2017SurvivalTips never miss a free drink,815939323656867840,316,0.0,0
1175,2017SurvivalTips dont give up,815947677300994049,316,0.0,0
1176,2017SurvivalTips procrastinate,815930768279162881,316,0.0,0
1177,2017SurvivalTips dont wear pink,815947760457220096,316,0.0,0
1178,2017SurvivalTips dont wear clown costumes,815933735208185857,316,0.0,0
1179,2017SurvivalTips smile is everything ,815942742354382848,316,0.0,0
1180,My2017Resolution I hope 2017 wont suck as much as 2016 did On the other hand I thought the same a year ago so ,808311086105710593,316,0.0,0
1181,Use less Uber 2017SurvivalTips ,815925981856858112,316,0.0,0
1182,2017SurvivalTips dont watch remakes of the old movies,815936583568396288,316,0.0,0
1183,2017SurvivalTips drop mic to look cool ,815938937411735552,316,0.0,0
1184,2017SurvivalTips hope that this year wont be 2016S,815929087206244352,316,0.0,0
1185,2017SurvivalTips Avoid muslims,815943085456769024,316,0.0,0
1186,2017SurvivalTips Dont tell anyone who you voted for pretending dead,815940484493352960,316,0.0,0
1187,2017SurvivalTips stay drunk,815928689783439360,316,0.0,0
1188,2017SurvivalTips Keep calm,815940081898942464,316,0.0,0
1189,2017SurvivalTips Find Biden memes,815942350103056388,316,0.0,0
1190,National Womens Hall of Fame announces 2017 inductees  ,829068845755269120,317,0.0,0
1191,LaRosas Hall of Fame announces new members  ,812651368913768449,317,0.0,0
1192,The 2017 Philadelphia Sports Hall of Fame Inductees  ,875467768241549316,317,0.0,0
1193,2017 El Paso Athletic Hall of Fame Inductees Banquet  ,860380862491348992,317,0.0,0
1194,What Confederate flag Tshirt  ,859597520196030466,318,1.0,8
1195,Ray Tensings Confederate flag Tshirt relevant prosecutor says  ,864124537822117888,318,1.0,8
1196,Cop Who Killed Sam DuBose Was Wearing Confederate Flag TShirt ,796110547695652865,318,1.0,8
1197,Sheldon Adelson to have dinner with Trump adviser says  ,829759833893195780,319,1.0,14
1198,Sheldon Adelson to have dinner with Trump adviser says ,829757729313013760,319,1.0,14
1199,I think he should ask her for a dinner  TrumpPresident ,798206326581014528,319,1.0,14
1200,Migraine shelves Dwayne Wade for Bulls shootaround  ,812384636244545537,320,0.0,0
1201,Tyreke Evans returns Quincy Pondexter sits out vs Mavericks  sports,684901583096692737,320,0.0,0
1202,Jimmy Butler Back For Bulls Dwyane Wade To Rest Sunday  ,820375335195787264,320,0.0,0
1203,Bulls To Rest Dwyane Wade On Saturday At Mavericks  ,804853812234190848,320,0.0,0
1204,Dwyane Wade advice to Anthony Davis Just take your time before coming back  sports,712336332001976320,320,0.0,0
1205,Gabon leader under scrutiny as EU questions election win  world news,773241817370198016,321,1.0,3
1206,Gabon opposition candidate says hes winning presidential vote  world news,769906233067220994,321,1.0,3
1207,Gabon opposition leader rejects ruling upholding Bongo poll win  world news,779806833749864448,321,1.0,3
1208,Gabon opposition leader Ping says he has won presidential election  world news,770766034131234816,321,1.0,3
1209,Gabon opposition chief calls for general strike after disputed election  world news,772847911570857985,321,1.0,3
1210,Top US commander makes secret visit to Syria  politics,734116828788588545,322,1.0,26
1211,McCain makes secret trip to Syria as US debates new plans to fight Islamic State ,834761832174858241,322,1.0,26
1212,Top US commander makes secret visit to Syria  news,734116757342851072,322,1.0,26
1213,John McCain made a secret trip to Syria to meet with US troops stationed there amp discuss the plan to defeat ISIS    ,834665715101732864,322,1.0,26
1214,Symbol of Racism Southern Baptists Vote to Discontinue Use of Confederate Flag  ,743186393606696962,323,1.0,2
1215,House Votes to Ban Confederate Flags on VA Cemetery Flagpoles  GOP supremacy BLM racism ,735031446566502400,323,1.0,2
1216,House Votes To Ban Confederate Flag From VA Cemeteries  BlackMattersUS ,733583462569910272,323,1.0,2
1217,Colorado Searchers Find Childs Body In Icy Pond  ,816376419412373505,324,0.0,0
1218,Crews searching for boy in Barrow County pond  ,865524740508631041,324,0.0,0
1219,Search underway for man swept over Algonquin dam  ,870619636517261312,324,0.0,0
1220,Breaking Officials ID missing duck hunters search continues on Severn River ,689930785382490112,324,0.0,0
1221,Search ongoing for man who jumped into Stones River  ,824934071541309440,324,0.0,0
1222,Washington state must fix salmonblocking pipes appeals court  environment,747642859029946368,325,0.0,0
1223,TopNews Washington state must fix salmonblocking pipes appeals court,747639083661430788,325,0.0,0
1224,California races nature clock to make key dam repairs  ,845077585075822592,325,0.0,0
1225,TopNews Recovery plan issued for US Northwest salmon steelhead,791871122866253824,325,0.0,0
1226,Judge Plan for restoring Northwest salmon runs not enough  news,727995681470717952,325,0.0,0
1227,US aims to restore water return fish to diverted California river  environment,764042457445085184,325,0.0,0
1228,Gallery Kalamazoo County shooting rampage  news,701411892795805697,326,0.0,0
1229,Police Kalamazoo rampage suspect had no mental health history  news,702507959973052418,326,0.0,0
1230,Michigan Kalamazoo random shootings spree  BlackMattersUS ,701957184389672961,326,0.0,0
1231,These dolls  ,777552940680609796,327,0.0,0
1232,She is stunning Literally a Barbie doll ,879807537444515840,327,0.0,0
1233,For the worlds most scrutinized body Barbie has a new look ,693033209215365120,327,0.0,0
1234,Move over Barbie these dolls prove that representation matters  ,880514027872436228,327,0.0,0
1235,Silicon Valley of the Dolls CaliforniaMovies,839046767626739712,327,0.0,0
1236,Tom Izzo on MSUs loss to Michigan  ,829204689401032704,328,0.0,0
1237,Tom Izzo on MSUs loss at Indiana  ,823016666435043328,328,0.0,0
1238,MSU coach Tom Izzo lashes out at Dan Dakich  ,831749970319519744,328,0.0,0
1239,Obama to sell optimism to nervous nation  politics,687071281611575296,329,1.0,12
1240,Obama tried to stay upbeat about the elections These pictures of grim White House aid  ,796484784889483265,329,1.0,12
1241,State of the Union Barack Obama to sell optimism to nervous nation  news,687064036614090752,329,1.0,12
1242,President Obama hopes national anthem protests spark discussion on race other concerns  news,781855739560071168,329,1.0,12
1243,AfricanAmerican Heroes They Stole Our Hearts in 2016 Bokeem Woodbine for his work on FXs Fargo that earned the best reviews of his career ,817909189678764032,330,1.0,2
1244,Black Heroes They Stole Our Hearts in 2016 Leslie Odom Jr Outstanding work in the Hamilton landed him a Best Actor in a Musical Tony Award ,818227032999899136,330,1.0,2
1245,AfricanAmerican Heroes They Stole Our Hearts in 2016 Jessica Williams correspondentthe youngest to ever land the role on The Daily Show ,817908181988839424,330,1.0,2
1246,Cops charged after pot shops hidden cameras show them eating snacks SantaAna  ,710017026950041601,331,0.0,0
1247,RejectedUsesForCandyCorn eating them instead of actual corn,789803902980022272,331,0.0,0
1248,RejectedUsesForCandyCorn donut sprinkles,789807013966512128,331,0.0,0
1249,Stanford sex assault Will  Brock Turner get years in prison for attack on unconscious woman  sports,739180238614069248,332,0.0,0
1250,sports Brock Turner Stanford sex assault convict to get drug alcohol counseling,753262883702657025,332,0.0,0
1251,Brock Turner Stanford sex assault convict to get drug alcohol counseling  sports,753265109204541440,332,0.0,0
1252,Mapping where Donald Trumps base may be in Ohio American and low education Heres a countybycounty look a  Cleveland politics,709422948289908736,333,1.0,0
1253,Donald Trumps traction in Ohio presidential race mirrors states weaknesses Brent Larkin  politics,789088259347316736,333,1.0,0
1254,A Donald Trumplike candidate for Ohio governor  ,843826369029177344,333,1.0,0
1255,Obamas read kids Where the wild things are at 2016 Easter Egg roll ,715951913104248832,334,0.0,0
1256,How awesome is this picture of  reading to the children at the Easter Egg Roll ,854022617631772673,334,0.0,0
1257,Topekas children enjoy Easter egg hunt  news,711655177078452225,334,0.0,0
1258,local news Foundation for Blind Children holds a beeping Easter Egg hunt,713987623363063808,334,0.0,0
1259,Exdoctor who served time over painkillers loses medical license  crime,703670264798679040,335,0.0,0
1260,Sharapova loses endorsement deals after failing drug test  sports,707168949863993345,335,0.0,0
1261,Sharapova says failed drug test at Australian Open  sports,706945971414896640,335,0.0,0
1262,Hays doctors license to practice suspended  ,855549789567684608,335,0.0,0
1263,TONIGHT ON CBS 8 Choking 911  local SanDiego,697491859887693824,336,0.0,0
1264,TONIGHT ON CBS 8 Concussion  it could happen to you  local SanDiego,700447997725835264,336,0.0,0
1265,TONIGHT on CBS 8 Concussion  it could happen to you  local SanDiego,700393176796762112,336,0.0,0
1266, QuitYourJobIn5Words Keys are under the mat,763337154680332289,337,0.0,0
1267,911 was an inside job WhatIBelieveIn5Words,747360913070559232,337,0.0,0
1268, Working CaninetoFive DogSongs,826367680005419008,337,0.0,0
1269,Top medical officer tells Britons drinking any alcohol is risky  world news,685372852317507584,338,0.0,0
1270,New UK guidelines Drinking any alcohol regularly is risky  health,685476969975123968,338,0.0,0
1271,In binge Britain health chiefs say any alcohol is risky  health,685438641821233152,338,0.0,0
1272,Braised beef means wintertime comfortinabowl  ,818395996757643266,339,0.0,0
1273,Boris Johnsonville Sausage  politicalfoods,789021407078297600,339,0.0,0
1274,health Sams Choice burgers recalled Contaminated with Wood,684430048720338944,339,0.0,0
1275,MyCookingShowWouldBeAbout sausages Because I like big sausages ,823925991143800836,339,0.0,0
1276,Gorickis prep picks St Marys girds for onslaught  ,801576949781065729,340,0.0,0
1277,NTC helps to prepare 1st Brigade for deployment  ,813481611702444034,340,0.0,0
1278,WATCH See how Fort Riley soldier train for war  ,832460700895240193,340,0.0,0
1279,11 yo girl says why she cant wait for Donald Trump to become POTUS   What a smart young lady ,804465804389584896,341,0.0,0
1280,Watch Geraldo Rivera Says His 11YearOld Daughter Convinced Him Trump is Right about Building The Wall ,808847613994864640,341,0.0,0
1281,11 year old girl says why she cant wait for Donald Trump to become president Very Powerful ,808814905486966784,341,0.0,0
1282,Syrian rebels fear assault on besieged Daraya as residents starve  world news,732499444956958722,342,2.0,0
1283,UN official says starvation exists in besieged Syrian towns  world news,686727497904340992,342,2.0,0
1284,Besieged Syrians risk starvation   ,736533246968614914,342,2.0,0
1285,Carol Bridge of Spies get most BAFTA nods ,685448849737957376,343,0.0,0
1286,Carol Bridge of Spies get most BAFTA nods  entertainment,685409843880923136,343,0.0,0
1287,And I want Bridge of Spies to win It deserves it  is the best actor ever Oscars ,704123336968814593,343,0.0,0
1288,VA chief I deeply regret waittime comparison to Disney  politics,735228950016720897,344,0.0,0
1289,VAs McDonald apologizes for Disney waiting line comparison  politics,735227039477686272,344,0.0,0
1290,George Lucas apologizes for comparing Disney to white slavers  entertainment,682729163657101312,344,0.0,0
1291,VT police Email threats were sent from South American country,774423521879478272,345,0.0,0
1292,Virginia Tech Police investigating threatening emails   ,771637562733502464,345,0.0,0
1293,Virginia Tech police investigating threatening email,770346878332309504,345,0.0,0
1294,UPDATE Franklin Police give allclear after bomb threat reported at Jamison Station  ,868514448922857473,346,0.0,0
1295,Police give allclear to bomb threat reported on VT campus ,785446745736028160,346,0.0,0
1296,SF police render pipe bomb and grenade safe after small detonation in Potrero Hill ,856743443220930560,346,0.0,0
1297,YCSO Apparent pipe bomb on roadside rendered safe  ,830533481675501570,346,0.0,0
1298,Trinity Trails project to connect Fort Worth Dallas inching along  ,819906119766343685,347,0.0,0
1299,Treacherous north Fort Worth crosswalk getting improvements ,852960931298594817,347,0.0,0
1300,Fort Worth on Way to Becoming Blue Zone  ,869617951980351489,347,0.0,0
1301,Vbikes rolls into downtown Fort Worth  ,876854463545454592,348,0.0,0
1302,Video Captures Horses Trotting on Interstate 45 Near Dallas  ,818305380228984836,348,0.0,0
1303,Offices made from shipping containers coming to Fort Worth  ,855528125953978372,348,0.0,0
1304,Voters reporting problems at AZ polling places  ,795994400220385286,349,0.0,0
1305,Long waits suggest big Arizona primary turnout  politics,712392834825920513,349,0.0,0
1306,Phoenix Mayor Greg Stanton calls for DOJ probe as voter anger grows over long waits  politics,712773960102846464,349,0.0,0
1307,Records reveal scope of wait times in Arizona primary  politics,717246919240617985,349,0.0,0
1308,Delays plague candidates online system with Arizona secretary of state  ,872077769047453696,349,0.0,0
1309,Peanuts for babies study creates allergypreventing strategy  news,705857144235491329,350,0.0,0
1310,What to know about new peanut allergy guidelines  ,817144500724400128,350,0.0,0
1311,ReasonsToGetDivorced you got chocolate in my peanut butter,778611104914309120,350,0.0,0
1312,   peanut butter,744529170873475072,350,0.0,0
1313,What does Justice Antonin Scalias death mean for the US Supreme Court QampA US Supreme Court Justice Antoni  Cleveland politics,699261959481364480,351,1.0,19
1314,Why Scalias death could lead to a historically messy political fight ,698678936117633024,351,1.0,19
1315,Antonin Scalias death plunges court national politics into turmoil  news,698672278360317952,351,1.0,19
1316,GOP presidential debate Live updates from South Carolina as Scalias death throws twist in race  politics,698690779103916033,351,1.0,19
1317,Antonin Scalias death jolts GOP debate ,698692648513572864,351,1.0,19
1318,How does Scalias death affect specific Supreme Court cases  news,699244790760648704,351,1.0,19
1319,Reaction to Supreme Court Justice Antonin Scalias death  politics,698665500616716288,351,1.0,19
1320,Antonin Scalias death jolts GOP debate  politics,698747321283006464,351,1.0,19
1321,Results in key cases could change with Scalias death  news,699193647254753280,351,1.0,19
1322,politics Presidential Candidates Respond to Scalias Death,698655394399293440,351,1.0,19
1323,sports Santa Clara Mayor Welcomes Panthers Broncos to City,691694809493299200,352,0.0,0
1324,SanJose local Silicon Valley Welcomes Ringling Bros and Barnum amp Bailey,728745740235776000,352,0.0,0
1325,SanJose Santa Clara Mayor Welcomes Panthers Broncos to City,691519620579110912,352,0.0,0
1326,Weight Watchers Flavor Boosters  health,711565704332357633,353,0.0,0
1327,USDA rules would increase food stamp access to healthy foods  news,699612264978993153,353,0.0,0
1328,health Makeover coming for food nutrition labels,734700977031241728,353,0.0,0
1329,California sues Johnson amp Johnson over marketing for pelvic mesh  health,735211409168961536,354,0.0,0
1330,Washington state sues over pelvic mesh accuses Johnson amp Johnson of deception  local,735184808658116608,354,0.0,0
1331,California AG sues Johnson amp Johnson over pelvic mesh implants  local SanDiego,735242539356160000,354,0.0,0
1332,North Jersey fatal fire started in kitchen investigators say PHOTOS,773573024733810689,355,0.0,0
1333,Chefs of the future face off in Recipe Rescue cooking competition  ,838313726390456321,355,0.0,0
1334,Jersey City first responders cook off for the title of top chef ,777960366705741824,355,0.0,0
1335,Dont forget that one of them will be our Commander In Chef debates ,780589608048463872,355,0.0,0
1336,Future Chef winner inspired by Keller cooking contest  ,839886089787691009,355,0.0,0
1337,DC Chefs Honored With James Beard Foundation Awards  ,859395895351287809,355,0.0,0
1338,Boulder chef is now a Chopped champion  ,803248213658636289,355,0.0,0
1339,Los Angeles chef Chicagos Alinea win big at Beard Awards  news,727328088518889472,355,0.0,0
1340,Travelers rage at long lines after Customs computer outage at MIA  ,816329611520905216,356,0.0,0
1341,Local news Long security lines rankle passengers at MSP ,703327399715295232,356,0.0,0
1342,IHateBecause toilets in McDonalds because you are always in an endless  queue,749256132166815744,356,0.0,0
1343,BBC News  St Petersburg metro bombing possibly a suicide attack ,849219113729830913,357,0.0,0
1344,Explosive device found on the metro station Ploshchad Vosstaniya ,848906390890569730,357,0.0,0
1345,Explosion in a St Petersburg Russia metro station casualties reported ,848871926227501056,357,0.0,0
1346,Oscars excites me like a child OscarHasNoColor,704138232498405376,358,0.0,0
1347,Oscars excites me like a child OscarHasNoColor Oscars,704135794114617345,358,0.0,0
1348,Oscars excites me like a child OscarHasNoColor ,704130385915936768,358,0.0,0
1349,Blues pick Yeo as Hitchcocks successor  sports,742590558900617216,359,0.0,0
1350,St Louis Blues fire head coach Ken Hitchcock put Yeo in charge  ,826836529150566403,359,0.0,0
1351,Blues pick Yeo as Hitchcocks successor  StLouis,742575926769131520,359,0.0,0
1352,SanJose Wildlife Protection Agencies Warn of Nurdle Problem,713864648957632513,360,0.0,0
1353,Bay Area residents warn about coyote problems  ,849843220292960256,360,0.0,0
1354,Livermore police alerting residents of recent mail thefts  news,710618576982413312,360,0.0,0
1355,Wary Mideast states warn of Pokemon GO security dangers  tech,754060511944126464,360,0.0,0
1356,Rolando residents warn neighbors about burglaries  local SanDiego,703710112179818496,360,0.0,0
1357,Perfume that makes you sneeze ThingsYoucantIgnore,810874634585382912,361,0.0,0
1358,ThingsYouShouldntAsk If theres a speed of sound and a speed of light is there a speed of smell,709380593235075074,361,0.0,0
1359,ThingsYouShouldntAsk I see that your boobs and lips are fake but what about your nose,709384267734732801,361,0.0,0
1360,Miami Beach creates citywide safespace program for LGBTQ victims of crime bullying  ,819292596577112064,362,0.0,0
1361,Instagram creating safe community for users with new campaign  ,861684230828511235,362,0.0,0
1362,Snapchat introduces new way to save old snaps  news,750905586884026368,362,0.0,0
1363,Instagram launches new tool to monitor offensive comments  tech,775476318272049152,362,0.0,0
1364,Today we honor the best black comedians   Chris Rock ,800856825683963904,363,0.0,0
1365,Today we honor the best black comedians  Redd Foxx ,800828638518247424,363,0.0,0
1366,Today we honor the best black comedians   Flip Wilson ,800831156883111937,363,0.0,0
1367,My sister got vape omg,688723549184327680,364,0.0,0
1368,i want vape,687894769830252544,364,0.0,0
1369,my homies in the vape community,690781938643288065,364,0.0,0
1370,Inflatable protest rat gets chased off by even bigger cat  ,835273446175162369,365,0.0,0
1371,Missing Bobcat Ollie Found On Zoo Property  ,826912631969742852,365,0.0,0
1372,Bobcat Escapes From Smithsonians National Zoo  ,826148563516272645,365,0.0,0
1373,School bus firm to settle safety lawsuit for 115 million ,736019617848532994,366,0.0,0
1374,Con Ed agrees to 150M settlement after deadly explosion  ,832379819795038210,366,0.0,0
1375,107M settlement accepted to fix fire damaged school newspaper reports  ,694355833233100800,366,0.0,0
1376,Anysething  AddSethImproveAnything,777805644283850752,367,0.0,0
1377,AddSethImproveAnything I love smoking Seth,777800645701210112,367,0.0,0
1378,AddSethImproveAnything  s phone breaks Improve Twitter,777798030053543937,367,0.0,0
1379,AddSethImproveAnything  Battlefield Seth,777809046845788160,367,0.0,0
1380,AddSethImproveAnything AB Seth makes the heart grow fonder ,777812899301429248,367,0.0,0
1381,AddSethImproveAnything Seth happens,777809918401384448,367,0.0,0
1382,addsethimproveanything Mama Seth thered be days like this,777798708327055360,367,0.0,0
1383,AddSethImproveAnything  Butt Seth  Wait  Scratch that,777804000565469185,367,0.0,0
1384,Scientists blame El Nino warming for gruesome coral death  local,717766407958568960,368,0.0,0
1385,Half Australias Great Barrier Reef coral dead or dying scientists  science,722671930713772033,368,0.0,0
1386,Scientists Vibrant US marine reserve now a coral graveyard  local,738130375281516544,368,0.0,0
1387,Half Australias Great Barrier Reef coral dead or dying scientists  environment,722674913090400257,368,0.0,0
1388,Highlands loses heartbreaker in state baseball ,873764289726877696,369,0.0,0
1389,The Cardinal K Strikeouts continue in loss to Pirates  sports,717593469389123584,369,0.0,0
1390,LA Angels pennant race disaster Star outfielder Mike Trout out for eight weeks  ,869549574700105728,369,0.0,0
1391,Oakland As struggles at Coliseum continue in loss to Kansas City Royals  sports,721236441162866688,369,0.0,0
1392,Oakland As bullpen falters in loss to Los Angeles Angels  sports,720146130617507841,369,0.0,0
1393,Greece passes omnibus reform bill to comply with bailout  business,734477461275041792,370,0.0,0
1394,Greece gets new loans approved by eurozone creditors  business,735268584528584704,370,0.0,0
1395,Greece passes pension tax reform bill  business,729435005328334848,370,0.0,0
1396,Greek Parliament passes pension tax reform bill  business,729501837825478656,370,0.0,0
1397,Erin Andrews awarded 55 million in civil case over nude video  sports,706980883325059072,371,0.0,0
1398,Jury Awards Sportscaster Erin Andrews 55M In Civil Suit Over Nude Video  news,706975273925742592,371,0.0,0
1399,sports Erin Andrews awarded 55 million in suit over nude video,707014582246584321,371,0.0,0
1400,Oregon train derailment spills oil sparks fire  news,739115811571269632,372,0.0,0
1401,Gas pipeline rupture sparks fire in Missouri no injuries ,803999153126772736,372,0.0,0
1402,TopNews Oil train derails in Oregon no injuries reported,738873084032094208,372,0.0,0
1403,Tired Blues find a way to extend winning streak  ,832549736670515204,373,0.0,0
1404,Practice makes better Blues hope  ,849706777558102018,373,0.0,0
1405,Unlikely trio boosting Blues in playoff push  ,847026588080390148,373,0.0,0
1406,Ben Carson confirmed as secretary of HUD Congratulations ,837382999847006208,374,0.0,0
1407,Senate approves Carson for housing secretary job ,837450761856499712,374,0.0,0
1408,Next up in the Senate Ben Carson slated for HUD vote  ,837300283038392320,374,0.0,0
1409,US Senate approves Carson for housing secretary job ,837343299425927169,374,0.0,0
1410,Samsung Note 7 recall in US expands to replacement phones ,786733790810877952,375,0.0,0
1411,Samsung expects to get over 80 percent of recalled Note 7s in South Korea by October 1  tech,781319850362757120,375,0.0,0
1412,Tech Report New Galaxy Note 7 replacement phones arrive ,778802765875163136,375,0.0,0
1413,SoCal seeing increase in Lyme diseasecarrying ticks  ,875517112760008704,376,0.0,0
1414,Scientists predict especially bad summer for ticks Lyme disease  ,860279659581366272,376,0.0,0
1415,Ticks already a big problem this summer  ,879226059161571328,376,0.0,0
1416,New bacteria species that causes Lyme disease found  health,697449583329329152,377,0.0,0
1417,Spike in Legionnaires disease followed Mich city water switch  news,687406170294861824,377,0.0,0
1418,health Flint hospital finds Legionnaires bacteria in water,691163929645576193,377,0.0,0
1419,People arent spending like they used to in MiamiDade Thats causing budget worries  ,855743033878433792,378,0.0,0
1420,Buying a home in MiamiDade is so expensive it could hurt the economy  ,829665683676024832,378,0.0,0
1421,Trumps visits to MaraLago stretching Palm Beachs budget and locals patience  ,843812195611951105,378,0.0,0
1422,SLU silent on possible Biondi tie to tanning bed  StLouis,740234400592367616,379,0.0,0
1423,Whos hot Leake whos not Holliday for the Cardinals  sports,736185205870886912,379,0.0,0
1424,Whos hot Fowler whos not Adams for Cards  ,855001629824876544,379,0.0,0
1425,Whos hot Moss whos not Gyorko for Cardinals  sports,742351255423459329,379,0.0,0
1426,Whos hot Molina whos not Grichuk on the Cardinals  StLouis,741312530929188864,379,0.0,0
1427,Not exactly what I meant when I wished for a nicewellyou know  OverHeardAtTheWishingWell ,853546694771974145,380,0.0,0
1428,So where do I rub this thingOverHeardAtTheWishingWell,853537826046042112,380,0.0,0
1429,Anyone got any spare change OverHeardAtTheWishingWell,853536982080802816,380,0.0,0
1430,OverHeardAtTheWishingWell I wonder how much money is in this thing,853530777450987520,380,0.0,0
1431,How much money you figure is in thereOverHeardAtTheWishingWell ,853545320600543234,380,0.0,0
1432,Gary Burton famed vibraphonist cancels Alcorn show  news,723597233313054720,381,0.0,0
1433,Country icon Merle Haggard cancels April concerts  entertainment,714935704229314560,381,0.0,0
1434,Hearing in Amber Heard restraining order against Johnny Depp called off  life,743593460331012096,381,0.0,0
1435,Philly Pops Premiering Big Band Show  ,879781722409324546,382,0.0,0
1436,The Philly Pops presents the All SJ Jazz Festival,728655370067959808,382,0.0,0
1437,Philly unveils free concerts to kick off monthlong jazz celebration  ,846415885854216192,382,0.0,0
1438,Southwest Adds Nonstop Flight From Pittsburgh To Los Angeles  news,700372954484338688,383,0.0,0
1439,Allegiant adds nonstop route to Northeast  ,872095635792678912,383,0.0,0
1440,SanJose Nonstop Flights From San Jose to Vancouver Debut,729779686490836992,383,0.0,0
1441,Sky Harbor adds nonstop flight to Germany  ,877946701562228738,383,0.0,0
1442,Southwest adds international flights from Oakland  news,753349641689702401,383,0.0,0
1443,Highway to Hamburg  ,878242591925456897,383,0.0,0
1444,Allegiant announces nonstop service to Denver  ,840016648379731968,383,0.0,0
1445,sports Del Rio welcomes mainly healthy Raiders team to camp,759196576170389504,384,1.0,19
1446,sports Oakland As players look healthy on reporting day,701177048165814272,384,1.0,19
1447,Report Raiders will host Texans in Mexico  news,695456130907045889,384,1.0,19
1448,sports As 49ers Turn Toward Training Camp Kelly Happy With Fitness,744963980502794240,384,1.0,19
1449,Chiefs Justin Houston cleared for footballrelated workouts  news,786377746565836804,384,1.0,19
1450,Raiders Connor Cook to make first career start Saturday vs Texans  ,816750394630094852,384,1.0,19
1451,Houston returns to practice questionable vs Raiders  news,683131768279412738,384,1.0,19
1452,Democrats pick Perez to lead party against Trump ,835912400826216448,385,1.0,19
1453,ExLabor Secretary Perez voted Dem chairman  ,835591752832675840,385,1.0,19
1454,Tom Perez elected Democratic National Committee chairman  ,835594521526272000,385,1.0,19
1455,Program helps Baltimore students take steps toward college degree  ,837721819931099137,386,0.0,0
1456,Starbucks opens in East Baltimore with a training focus  ,842756530109894656,386,0.0,0
1457,Grounds for Thought coffee shop other businesses prepare special needs students for w  ,845131460025597953,386,0.0,0
1458,Black Panther Party protest against the Vietnam War in Washington DC in 1969   BlackHistory  BlackPantherParty ,729049050167705600,387,0.0,0
1459,Black Panther Party protest against the Vietnam War in Washington DC in 1969 BPP50 BlackPantherParty ,725472019303649281,387,0.0,0
